contract_id,instrument_id,is_option,option_type,expiry_date,strike,root,multiplier,exchange_code
f7bd9c44-a455-59db-83ef-42c2d32f93a0,6e03808a-c3f7-5d17-8203-c886695246f8,True,CALL,2024-01-20,16800.0,/NQ,20.0,
dce32cb8-eb8c-536b-94c2-607e53eb5c4f,6e03808a-c3f7-5d17-8203-c886695246f8,True,PUT,2024-01-20,16700.0,/NQ,20.0,
418466df-e711-559b-b273-e105e2170891,6e03808a-c3f7-5d17-8203-c886695246f8,True,CALL,2024-01-20,16870.0,/NQ,20.0,
78a61144-478b-57f1-8805-42f93997966f,6e03808a-c3f7-5d17-8203-c886695246f8,True,PUT,2023-12-20,17000.0,/NQ,20.0,
1edd895b-5a02-5f70-9182-623323604088,6e03808a-c3f7-5d17-8203-c886695246f8,True,PUT,2023-12-20,16950.0,/NQ,20.0,
9c43fa95-4d3b-5a07-80c1-2485edf09aba,6e03808a-c3f7-5d17-8203-c886695246f8,True,PUT,2023-12-20,17040.0,/NQ,20.0,
ce6b9f4d-cfee-5288-9bcc-500bd23bbe6d,6e03808a-c3f7-5d17-8203-c886695246f8,True,PUT,2023-12-20,16960.0,/NQ,20.0,
8725a7ee-59cf-528b-84b9-61df7b509b1a,6e03808a-c3f7-5d17-8203-c886695246f8,True,PUT,2023-12-20,16980.0,/NQ,20.0,
a6da1444-fb04-52d7-9659-1a37e0eab838,6e03808a-c3f7-5d17-8203-c886695246f8,True,PUT,2023-12-20,16820.0,/NQ,20.0,
13dd6ec9-e1d4-5d09-bd9c-cbef4c3b95eb,6e03808a-c3f7-5d17-8203-c886695246f8,True,PUT,2023-12-20,16850.0,/NQ,20.0,
ab3b6c82-d9ee-50f5-be6d-b1f13ff29926,6e03808a-c3f7-5d17-8203-c886695246f8,True,PUT,2023-12-20,16970.0,/NQ,20.0,
0bcb8ca6-ebbe-5800-b240-9e9bbf637926,6e03808a-c3f7-5d17-8203-c886695246f8,True,PUT,2023-12-20,16800.0,/NQ,20.0,
cae550ce-6dbc-56bc-b620-6387b8a5e091,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,PUT,2023-12-13,4680.0,SPX,100.0,
32514f42-c0f9-53e6-9163-f5a48df5fac4,8c57f5cf-512b-5768-acb2-16ecd24e0d31,True,PUT,2023-12-14,400.0,QQQ,100.0,
08079d6c-6c7c-5a46-948d-10011c00e86a,8c57f5cf-512b-5768-acb2-16ecd24e0d31,True,PUT,2023-12-13,400.0,QQQ,100.0,
475f365b-0bc8-5838-8e0f-7f4c5cefaf17,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,PUT,2023-12-13,4620.0,SPX,100.0,
18a7e47e-9028-5559-bd76-dd0e0d7b1bbb,4ffa4e6f-7bfc-54f2-b93d-6a2195fb9c2a,True,PUT,2023-12-15,320.0,META,100.0,
b487cd84-d56c-5bc2-843c-248dbc3ae91e,8c57f5cf-512b-5768-acb2-16ecd24e0d31,True,PUT,2023-12-13,398.0,QQQ,100.0,
1bad54d1-bf6e-57b9-9896-28f103096460,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,PUT,2023-12-12,4640.0,SPX,100.0,
ddec1da7-f50b-5457-9dcb-ae6be81d0076,ba0e29bb-da6e-500a-b596-5e5af1fa647b,True,CALL,,70.0,/CL,24.0,
2f3d9a14-d081-5330-bf86-9e911083a579,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,PUT,2023-12-12,4620.0,SPX,100.0,
001c5c6d-09e8-5c47-9054-14f83352ac08,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,PUT,2023-12-12,4600.0,SPX,100.0,
c285c19d-b583-5854-b656-8367a1838445,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,PUT,2023-12-12,4590.0,SPX,100.0,
45efdb38-5f97-5196-a1b8-d6eafb80b95d,8c57f5cf-512b-5768-acb2-16ecd24e0d31,True,PUT,2023-12-12,392.0,QQQ,100.0,
16a554de-4b4e-5664-bc1f-e08fb6684cb7,8c57f5cf-512b-5768-acb2-16ecd24e0d31,True,PUT,2023-12-12,390.0,QQQ,100.0,
6b859f14-de1a-5a69-8375-68f2f241693f,6331d67b-8546-57f4-91f0-47e6e1a1c93c,False,PUT,,,SPY,100.0,
f403a21e-d121-5d9e-8493-6987cc0ea4d4,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,PUT,2023-12-11,4610.0,SPX,100.0,
3f76902b-2895-5f30-a13f-711db7bcfac1,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,PUT,2023-12-11,4590.0,SPX,100.0,
9c57dc9c-e14a-5911-9dbf-39533588e2e3,8c57f5cf-512b-5768-acb2-16ecd24e0d31,False,PUT,,,QQQ,100.0,
5e219f6b-044d-5e54-b51e-9c5075cca749,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,PUT,2023-12-11,4580.0,SPX,100.0,
61e89fd7-84ab-51d7-a324-f3f7f82c00bd,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,PUT,2023-11-22,4550.0,SPX,100.0,
52b44d21-326d-5a92-9f63-90251f30138f,8c57f5cf-512b-5768-acb2-16ecd24e0d31,True,PUT,2023-11-21,386.0,QQQ,100.0,
59a4b1b5-5344-597c-a213-84aea01ba696,8c57f5cf-512b-5768-acb2-16ecd24e0d31,True,PUT,2023-12-01,355.0,QQQ,100.0,
044679c8-3eaa-5acc-ac79-c192292bc50d,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,PUT,2023-11-21,4530.0,SPX,100.0,
b57a799a-ab86-5e9c-bdb1-af991d666bf4,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,PUT,2023-11-21,4510.0,SPX,100.0,
25958919-e04f-5f0d-84cd-eee3485631d4,6331d67b-8546-57f4-91f0-47e6e1a1c93c,True,PUT,2023-11-20,453.0,SPY,100.0,
7c0bf6aa-d1ad-584b-99f8-0657fc03801d,8c57f5cf-512b-5768-acb2-16ecd24e0d31,True,PUT,2023-11-22,380.0,QQQ,100.0,
4540fd31-a484-5c42-88de-5acf85c25301,6331d67b-8546-57f4-91f0-47e6e1a1c93c,True,PUT,2023-11-20,451.0,SPY,100.0,
a7f8808b-3349-568a-b694-575b23038a8d,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,PUT,2023-11-14,4480.0,SPX,100.0,
9d9c997e-8adb-5fcf-bc8a-10badf26cecf,8c57f5cf-512b-5768-acb2-16ecd24e0d31,True,PUT,2023-11-14,382.0,QQQ,100.0,
8965dd95-192a-597d-a5ab-009d71f5063d,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,PUT,2023-11-10,4400.0,SPX,100.0,
95af5553-212a-59bb-84f0-adbcd2cd8e9c,4e8fb84b-74be-561b-a2f3-2df71524019b,True,PUT,2023-11-10,475.0,NVDA,100.0,
d5cfecfe-88c4-5b1b-9523-c7373a698d23,6331d67b-8546-57f4-91f0-47e6e1a1c93c,True,PUT,2023-11-17,430.0,SPY,100.0,
b0f59b10-5669-5629-8a3e-5fc1f93d9832,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,PUT,2023-11-10,4370.0,SPX,100.0,
cd835d4c-6812-5089-9e76-b3f2e00c08d6,4e8fb84b-74be-561b-a2f3-2df71524019b,True,PUT,2023-11-17,440.0,NVDA,100.0,
01f4e58a-9b00-5d8f-9c24-e4870d916313,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,PUT,2023-11-10,4350.0,SPX,100.0,
06de32b7-7b25-5911-86bc-8734931e0ed0,4e8fb84b-74be-561b-a2f3-2df71524019b,True,PUT,2023-11-10,470.0,NVDA,100.0,
476e1954-8795-5708-b923-fff6b4e55896,8c57f5cf-512b-5768-acb2-16ecd24e0d31,True,PUT,2023-11-10,370.0,QQQ,100.0,
26c0d8e7-1722-5ab3-8268-215cb4f0d557,63fe1d4b-a9fd-556c-8e0b-b9b581e9e1aa,True,PUT,2023-11-10,4350.0,/ES,50.0,
c36de315-62aa-5e66-89e4-2a6356df0de2,4ffa4e6f-7bfc-54f2-b93d-6a2195fb9c2a,True,PUT,2023-11-17,305.0,META,100.0,
a4e352b8-0503-5531-909c-5fef146f83f6,4ffa4e6f-7bfc-54f2-b93d-6a2195fb9c2a,True,PUT,2023-11-10,315.0,META,100.0,
9c6e6f00-7302-5cb1-accf-d5e2fbd2bafe,4e8fb84b-74be-561b-a2f3-2df71524019b,True,PUT,2023-11-10,465.0,NVDA,100.0,
a834437c-3989-54ef-ba09-3b3700d7cff2,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,PUT,2023-11-03,4365.0,SPX,100.0,
ca6d971e-dad9-5db2-a158-c1cf6df23f64,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,CALL,2023-11-03,4375.0,SPX,100.0,
15e1bd9c-17b8-50da-aef3-b603b6219035,6331d67b-8546-57f4-91f0-47e6e1a1c93c,True,PUT,2023-11-17,420.0,SPY,100.0,
3d7b8eab-9fbf-59b2-b2b8-2999aed8aea9,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,PUT,2023-11-03,4350.0,SPX,100.0,
dedc57db-3535-53d5-8972-27bacffe1f3b,8c57f5cf-512b-5768-acb2-16ecd24e0d31,True,PUT,2023-11-06,350.0,QQQ,100.0,
ce89b0e6-f7a0-5aaf-855f-c1c8e4ba2c42,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,PUT,2023-11-03,4310.0,SPX,100.0,
bb8b4e21-a3c6-5018-b3be-6af4a6726124,4e8fb84b-74be-561b-a2f3-2df71524019b,True,PUT,2023-11-03,445.0,NVDA,100.0,
815129e6-376b-5f15-ae11-1edb4224e4ee,4e8fb84b-74be-561b-a2f3-2df71524019b,True,PUT,2023-11-17,400.0,NVDA,100.0,
504629f4-0588-54ee-b4fc-c37e424ab25c,8c57f5cf-512b-5768-acb2-16ecd24e0d31,True,PUT,2023-11-03,363.0,QQQ,100.0,
60350373-6ac7-5858-96f9-57c335b6cca7,4e8fb84b-74be-561b-a2f3-2df71524019b,True,PUT,2023-11-03,432.5,NVDA,100.0,
11c9c7e8-8b77-5a0b-9342-a87319afcb12,4ffa4e6f-7bfc-54f2-b93d-6a2195fb9c2a,True,PUT,2023-11-03,310.0,META,100.0,
56fd7fbb-678e-5510-8c72-dcf9c3590f37,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,PUT,2023-11-02,4295.0,SPX,100.0,
ecfcb042-33ad-5b8c-aa3d-2f0ea49a0a6a,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,PUT,2023-11-02,4285.0,SPX,100.0,
05332c67-37ae-521e-a7c7-509ddabdccdd,8c57f5cf-512b-5768-acb2-16ecd24e0d31,True,PUT,2023-11-17,340.0,QQQ,100.0,
c2ab9d10-99e3-5a48-867d-508be526aa10,4e8fb84b-74be-561b-a2f3-2df71524019b,True,PUT,2023-11-10,380.0,NVDA,100.0,
55a7aa65-081f-58c9-ae3d-555ae1a798e4,4ffa4e6f-7bfc-54f2-b93d-6a2195fb9c2a,True,PUT,2023-11-03,295.0,META,100.0,
4b9a560b-817d-5b8d-8c7b-8d3c04cc6745,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,PUT,2023-11-01,4180.0,SPX,100.0,
fd19d861-9c26-5051-a067-6f07c9c789ff,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,PUT,2023-11-01,4170.0,SPX,100.0,
1a50fc49-51d4-5e25-834b-eabca29f0b80,4e8fb84b-74be-561b-a2f3-2df71524019b,True,PUT,2023-11-03,400.0,NVDA,100.0,
6162c602-3902-5e80-a200-67d15cde330f,e4a836ed-a167-5f30-b200-95e2b58a8807,True,PUT,2023-11-10,95.0,AMD,100.0,
1e43ffd3-375c-51e3-a6eb-d589a24ff03e,4e8fb84b-74be-561b-a2f3-2df71524019b,True,PUT,2023-11-03,380.0,NVDA,100.0,
7c364411-f8e6-51c4-b6ae-097cc41e4646,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,PUT,2023-10-31,4170.0,SPX,100.0,
5b2e2fec-c207-55eb-9a25-8863360f7e02,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,PUT,2023-10-31,4160.0,SPX,100.0,
32b070ba-683f-52e8-83f6-3bc7a184b508,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,PUT,2023-10-31,4150.0,SPX,100.0,
31d28f68-f11f-59ce-b0d9-e5556c0e74f6,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,CALL,2023-10-31,4190.0,SPX,100.0,
ab38372b-823f-5aaf-b2c9-8ff6a82671fd,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,CALL,2023-10-30,4180.0,SPX,100.0,
09a27dfb-b9d4-529e-bca3-2e73c611000e,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,CALL,2023-10-30,4160.0,SPX,100.0,
20651be3-86bc-5fd5-86a0-c8d9ab675635,6331d67b-8546-57f4-91f0-47e6e1a1c93c,True,CALL,2023-11-17,425.0,SPY,100.0,
9afa7de0-909d-5474-ab68-c9caecad7b76,8c57f5cf-512b-5768-acb2-16ecd24e0d31,True,CALL,2023-10-30,350.0,QQQ,100.0,
e7c3d0b9-7306-5286-9739-d4205f4db1da,8c57f5cf-512b-5768-acb2-16ecd24e0d31,True,CALL,2023-11-17,360.0,QQQ,100.0,
a1977922-82bc-55cf-a6f4-7c8ef99de142,e4a836ed-a167-5f30-b200-95e2b58a8807,True,CALL,2023-10-27,97.0,AMD,100.0,
dbaca85d-53dc-5146-9c51-62e779609b3a,4e8fb84b-74be-561b-a2f3-2df71524019b,True,PUT,2023-10-27,400.0,NVDA,100.0,
55605583-5f76-5b77-aa2c-70925e5386e5,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,PUT,2023-10-26,4150.0,SPX,100.0,
a39f71a4-b8f5-5775-9b5f-6e37d024dab7,6331d67b-8546-57f4-91f0-47e6e1a1c93c,True,CALL,2023-10-27,417.0,SPY,100.0,
ef80b4b4-0c81-5db9-a1ae-87bfd3e22c85,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,CALL,2023-10-26,4150.0,SPX,100.0,
24cdf535-f385-5953-8084-bcce4832f194,2d6b1117-2779-55df-b25a-d99dfe56cb92,True,CALL,2023-10-26,4160.0,SPX,100.0,
d72fea86-af0c-5a6a-9057-4c34311a4186,4ffa4e6f-7bfc-54f2-b93d-6a2195fb9c2a,True,PUT,2023-10-27,270.0,META,100.0,
384b5e89-4e2f-57d2-9949-7cd223ec0c1f,4e8fb84b-74be-561b-a2f3-2df71524019b,True,PUT,2023-10-27,395.0,NVDA,100.0,
880d2a71-ec3e-5e7d-b7ea-c4c78af97ae3,8c57f5cf-512b-5768-acb2-16ecd24e0d31,True,PUT,2023-10-26,342.0,QQQ,100.0,
2d9270e7-b0d9-573d-80ed-8fa0224e9b3a,8c57f5cf-512b-5768-acb2-16ecd24e0d31,True,PUT,2023-10-26,345.0,QQQ,100.0,
